Species,Longitude,Latitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
occidentalis,-120.28355,35.262783,140,166,54,4754,312,8,304,91,201,204,84,527,102,1,90,292,4,14,281
occidentalis,-120.28173,35.597748,144,179,51,5771,344,-3,347,85,219,220,75,471,92,1,88,259,4,14,251
occidentalis,-120.279976,40.416473,93,173,44,7299,321,-67,388,9,186,190,3,316,51,8,52,136,30,34,136
occidentalis,-120.279945,35.38117,141,172,53,5195,325,2,323,88,208,210,79,517,100,1,88,285,5,14,275
occidentalis,-120.27722,34.744446,145,127,60,2951,253,43,210,113,179,185,110,437,87,0,92,251,2,8,232
occidentalis,-120.27634,40.086334,64,164,44,6883,277,-91,368,-11,153,155,-20,470,72,11,53,198,43,46,195
occidentalis,-120.276184,35.357315,135,165,52,5069,314,2,312,82,201,203,76,579,110,1,88,317,5,15,305
occidentalis,-120.2689,36.1376,173,168,47,6749,374,18,356,105,260,260,89,191,37,1,83,102,3,3,101
occidentalis,-120.2688,36.1375,173,168,47,6749,374,18,356,105,260,260,89,191,37,1,83,102,3,3,101
occidentalis,-120.26654,40.449364,88,172,44,7295,314,-73,387,4,180,184,-3,307,47,8,49,128,31,35,128
occidentalis,-120.26572,35.28357,140,166,54,4754,312,8,304,91,201,204,84,527,102,1,90,292,4,14,281
occidentalis,-120.262825,35.556774,150,184,52,5722,350,-1,351,93,225,225,81,398,80,1,88,222,3,3,217
occidentalis,-120.26244,35.686626,147,182,50,6005,353,-4,357,87,226,226,76,432,85,1,87,237,4,4,231
occidentalis,-120.26006,35.69195,147,182,50,6005,353,-4,357,87,226,226,76,432,85,1,87,237,4,4,231
occidentalis,-120.256386,35.351112,135,165,52,5069,314,2,312,82,201,203,76,579,110,1,88,317,5,15,305
occidentalis,-120.25523,37.690716,152,160,46,6582,355,9,346,72,238,238,72,634,115,1,83,317,8,8,317
occidentalis,-120.25448,34.8492,149,136,61,3011,262,40,222,116,183,188,112,395,79,0,92,227,2,8,210
occidentalis,-120.253815,35.206333,139,159,55,4461,301,13,288,92,196,199,87,540,103,0,89,299,3,13,287
occidentalis,-120.25143,39.43361,52,150,44,6400,246,-90,336,-23,136,137,-23,939,160,12,69,438,54,56,438
occidentalis,-120.25029,35.599274,144,179,51,5771,344,-3,347,85,219,220,75,471,92,1,88,259,4,14,251
occidentalis,-120.2495,40.62695,74,171,44,7208,299,-88,387,-7,167,170,-14,304,39,9,38,114,36,42,110
occidentalis,-120.2457,36.20317,173,166,47,6736,373,20,353,106,260,260,89,183,36,1,79,98,4,4,96
occidentalis,-120.2415,39.432,56,159,45,6514,256,-94,350,-22,141,141,-22,866,148,12,69,404,51,51,404
occidentalis,-120.24124,37.49064,157,158,45,6615,358,14,344,75,242,242,75,530,94,1,81,263,7,7,263
occidentalis,-120.238335,40.07536,59,162,44,6830,270,-96,366,-14,148,149,-23,485,74,11,53,203,45,47,201
occidentalis,-120.23778,37.519417,156,158,45,6610,358,13,345,75,242,242,75,544,97,1,81,270,7,7,270
occidentalis,-120.23734,35.575172,148,181,51,5780,348,-2,350,90,223,223,79,425,84,1,88,235,4,4,228
occidentalis,-120.23722,37.502224,156,158,45,6610,358,13,345,75,242,242,75,544,97,1,81,270,7,7,270
occidentalis,-120.234726,34.616127,147,123,60,2889,250,45,205,115,180,186,113,440,90,0,95,257,2,8,239
occidentalis,-120.230385,35.188473,136,157,53,4695,301,10,291,87,196,199,82,576,109,0,89,318,4,14,304
occidentalis,-120.22675,34.494114,147,117,60,2658,241,49,192,118,176,182,115,445,91,0,94,261,2,7,244
occidentalis,-120.22278,34.676945,143,127,58,3240,258,40,218,107,181,187,105,503,100,0,94,288,2,9,268
occidentalis,-120.220764,35.3351,137,167,52,5180,318,2,316,84,205,207,77,555,106,1,88,304,5,15,293
occidentalis,-120.21686,34.815018,148,135,59,3205,266,39,227,112,185,190,109,435,86,0,91,249,2,9,230
occidentalis,-120.21279,34.52012,146,119,60,2792,245,48,197,115,177,184,113,460,94,0,95,269,2,7,252
occidentalis,-120.2106,47.9204,61,124,34,8279,264,-98,362,-39,162,166,-46,501,86,14,56,236,56,61,216
occidentalis,-120.21009,35.937508,146,178,49,6377,357,-4,361,81,230,230,71,448,86,1,85,241,5,5,234
occidentalis,-120.203026,41.53197,84,155,42,7247,297,-71,368,3,178,180,-4,367,47,9,40,138,38,47,128
occidentalis,-120.1997,34.610672,150,124,59,2952,254,45,209,118,184,190,115,426,88,0,95,251,2,7,232
occidentalis,-120.199196,34.610947,150,124,59,2952,254,45,209,118,184,190,115,426,88,0,95,251,2,7,232
occidentalis,-120.19704,37.514015,154,159,45,6650,356,10,346,73,240,240,73,597,108,1,83,299,8,8,299
occidentalis,-120.196945,37.710556,142,158,46,6525,342,1,341,65,228,228,65,826,153,2,83,420,13,17,420
occidentalis,-120.1965,36.7762,167,159,46,6664,364,19,345,101,251,251,82,220,40,0,79,113,3,3,110
occidentalis,-120.194695,37.782784,130,151,46,6395,324,-4,328,56,214,216,56,990,182,3,83,503,18,22,503
occidentalis,-120.194336,37.353508,162,158,45,6618,362,18,344,79,247,247,79,414,74,0,82,206,4,4,206
occidentalis,-120.19222,34.659443,149,127,59,3087,259,44,215,115,185,191,112,440,90,0,94,257,2,8,237
occidentalis,-120.18701,37.828518,127,148,45,6384,319,-5,324,54,211,213,54,1033,188,3,82,521,19,23,521
occidentalis,-120.18681,37.699165,146,159,46,6562,347,3,344,67,231,231,67,763,141,2,83,387,12,12,387
occidentalis,-120.18083,39.136333,55,142,44,6187,241,-78,319,-16,136,138,-16,970,173,12,72,468,51,55,468
occidentalis,-120.17941,37.71951,142,158,46,6525,342,1,341,65,228,228,65,826,153,2,83,420,13,17,420
occidentalis,-120.17678,40.308277,98,173,44,7308,324,-63,387,13,190,195,7,313,51,7,53,136,28,32,135
occidentalis,-120.17411,35.285637,130,156,52,5052,303,4,299,77,196,199,73,624,117,1,88,339,5,16,326
occidentalis,-120.17255,37.825554,127,148,45,6384,319,-5,324,54,211,213,54,1033,188,3,82,521,19,23,521
occidentalis,-120.17098,35.772633,148,179,49,6249,356,-3,359,84,230,230,73,431,84,1,88,235,5,5,228
occidentalis,-120.17083,34.52833,140,120,57,3149,250,42,208,105,176,183,104,546,110,0,94,314,2,9,296
occidentalis,-120.166214,41.44399,87,157,42,7282,302,-69,371,5,182,184,-1,347,44,8,41,130,35,44,120
occidentalis,-120.16266,40.92432,66,165,43,7034,284,-92,376,-11,158,160,-19,345,42,10,34,119,42,51,110
occidentalis,-120.15765,37.78323,127,149,45,6397,320,-6,326,54,212,213,54,1016,186,3,82,515,19,22,515
occidentalis,-120.153435,37.57012,139,156,46,6529,339,0,339,63,225,226,63,838,156,2,83,429,13,17,429
occidentalis,-120.150635,35.38815,146,173,51,5506,336,2,334,90,218,219,80,449,87,1,88,248,4,14,238
occidentalis,-120.147,39.560555,57,163,45,6695,263,-98,361,-23,145,145,-23,671,112,12,64,303,49,49,303
occidentalis,-120.14187,37.73845,131,152,46,6445,326,-4,330,57,216,217,57,965,178,3,83,492,17,20,492
occidentalis,-120.14167,34.484722,149,120,59,2953,250,48,202,116,182,188,114,463,96,0,96,273,2,7,255
occidentalis,-120.138664,35.385075,146,173,51,5506,336,2,334,90,218,219,80,449,87,1,88,248,4,14,238
occidentalis,-120.13827,35.38493,146,173,51,5506,336,2,334,90,218,219,80,449,87,1,88,248,4,14,238
occidentalis,-120.13638,38.409805,75,138,44,6212,255,-55,310,5,158,159,5,1158,204,9,76,561,42,51,561
occidentalis,-120.12654,37.614365,148,159,46,6599,350,6,344,69,234,234,69,712,130,1,82,360,9,9,360
occidentalis,-120.12616,34.001564,146,95,61,1983,221,67,154,123,163,172,123,390,82,0,98,230,1,13,223
occidentalis,-120.12364,41.497063,92,158,42,7401,309,-66,375,8,188,191,2,329,44,8,41,127,33,41,118
occidentalis,-120.121346,37.589108,149,159,46,6595,350,6,344,69,235,235,69,706,129,1,83,357,9,9,357
occidentalis,-120.119995,37.583515,149,159,46,6595,350,6,344,69,235,235,69,706,129,1,83,357,9,9,357
occidentalis,-120.11833,33.907223,144,92,61,1967,218,69,149,122,161,171,122,390,82,0,98,228,1,13,228
occidentalis,-120.11388,38.414707,71,138,44,6193,250,-60,310,0,153,154,0,1117,196,9,75,539,42,51,539
occidentalis,-120.11166,37.75634,130,150,45,6412,323,-5,328,56,214,216,56,986,181,3,82,502,19,21,502
occidentalis,-120.11033,33.969,142,95,60,2154,220,64,156,118,162,170,118,434,91,0,97,254,1,4,254
occidentalis,-120.107185,38.12503,99,141,44,6303,284,-31,315,28,183,184,28,1181,207,5,78,576,31,41,576
occidentalis,-120.10472,35.108055,146,157,53,4697,308,16,292,97,206,208,90,478,92,0,90,268,3,13,253
occidentalis,-120.1,33.95,139,94,61,2206,217,63,154,115,160,169,115,453,94,0,98,263,1,5,263
occidentalis,-120.09569,35.113216,146,157,53,4697,308,16,292,97,206,208,90,478,92,0,90,268,3,13,253
occidentalis,-120.09377,36.509678,170,158,46,6688,364,21,343,103,254,254,85,187,35,0,81,100,3,3,95
occidentalis,-120.08945,34.002777,146,95,61,2003,222,67,155,124,164,173,123,392,83,0,99,232,1,13,225
occidentalis,-120.084335,40.059307,99,170,44,7193,321,-59,380,16,190,194,10,331,54,8,55,146,30,33,142
occidentalis,-120.08305,35.100277,146,156,52,4855,311,15,296,95,208,210,88,481,92,0,88,268,4,13,253
occidentalis,-120.08247,40.061,85,168,44,7147,305,-74,379,5,177,180,-2,318,49,9,50,132,33,36,130
occidentalis,-120.08219,39.42197,60,165,45,6699,267,-97,364,-21,148,148,-21,626,106,12,63,286,48,48,286
occidentalis,-120.077866,33.97877,143,96,61,2164,221,65,156,119,164,172,119,425,90,0,98,250,1,4,250
occidentalis,-120.0778,38.412163,70,139,44,6203,250,-62,312,-1,153,153,-1,1071,188,9,74,516,42,51,516
occidentalis,-120.07747,37.49064,143,157,45,6592,344,2,342,65,230,230,65,789,146,2,83,404,12,18,404
occidentalis,-120.07739,39.392277,62,171,46,6693,271,-98,369,-20,150,150,-20,611,105,11,65,282,45,45,282
occidentalis,-120.07732,38.409817,70,139,44,6203,250,-62,312,-1,153,153,-1,1071,188,9,74,516,42,51,516
occidentalis,-120.07716,39.433,60,165,45,6699,267,-97,364,-21,148,148,-21,626,106,12,63,286,48,48,286
occidentalis,-120.0745,39.784832,87,172,45,7041,303,-78,381,0,177,180,0,328,54,9,53,139,32,33,139
occidentalis,-120.0743,40.06178,85,168,44,7147,305,-74,379,5,177,180,-2,318,49,9,50,132,33,36,130
occidentalis,-120.0704,37.83567,140,157,46,6535,337,-1,338,62,226,226,62,861,156,2,82,433,16,19,433
occidentalis,-120.06917,34.4775,153,120,58,2982,254,49,205,120,186,192,116,432,92,0,96,259,2,6,242
occidentalis,-120.067856,34.510815,142,123,55,3501,262,39,223,104,184,190,103,565,116,0,94,329,2,10,310
occidentalis,-120.0665,40.0295,93,168,44,7163,313,-66,379,11,184,188,5,330,53,9,53,142,31,35,139
occidentalis,-120.064415,37.81313,130,151,46,6425,323,-5,328,55,215,216,55,978,178,3,82,495,19,22,495
occidentalis,-120.0642,33.994705,143,96,61,2164,221,65,156,119,164,172,119,425,90,0,98,250,1,4,250
occidentalis,-120.06416,34.001667,147,96,61,2066,223,67,156,123,166,174,123,391,84,0,99,233,1,12,226
occidentalis,-120.06379,37.812782,130,151,46,6425,323,-5,328,55,215,216,55,978,178,3,82,495,19,22,495
occidentalis,-120.06141,34.463676,153,120,58,2982,254,49,205,120,186,192,116,432,92,0,96,259,2,6,242
occidentalis,-120.05977,34.534813,142,123,55,3501,262,39,223,104,184,190,103,565,116,0,94,329,2,10,310
occidentalis,-120.05753,37.836464,140,157,46,6535,337,-1,338,62,226,226,62,861,156,2,82,433,16,19,433
occidentalis,-120.056946,34.494167,153,120,58,2982,254,49,205,120,186,192,116,432,92,0,96,259,2,6,242
occidentalis,-120.05633,34.025562,147,96,61,2066,223,67,156,123,166,174,123,391,84,0,99,233,1,12,226
occidentalis,-120.055214,37.81786,130,151,46,6425,323,-5,328,55,215,216,55,978,178,3,82,495,19,22,495
occidentalis,-120.05139,34.0075,147,96,61,2066,223,67,156,123,166,174,123,391,84,0,99,233,1,12,226
occidentalis,-120.05008,37.634235,146,159,46,6603,347,3,344,67,232,232,67,772,142,2,82,392,12,17,392
occidentalis,-120.049446,34.61611,154,128,56,3401,271,44,227,117,195,200,114,445,93,0,94,263,2,8,242
occidentalis,-120.04845,33.915676,147,91,61,1903,219,71,148,125,163,172,125,367,79,0,99,217,1,11,212
occidentalis,-120.04545,34.794727,136,137,53,4278,281,23,258,91,190,195,88,602,118,0,91,339,4,13,322
occidentalis,-120.04444,34.622223,154,128,56,3401,271,44,227,117,195,200,114,445,93,0,94,263,2,8,242
occidentalis,-120.03611,35.037777,121,138,50,4895,281,6,275,69,184,189,68,690,129,1,89,376,5,17,361
occidentalis,-120.0333,39.5333,72,176,46,6902,286,-96,382,-13,163,163,-13,435,74,10,58,194,38,38,194
occidentalis,-120.033165,41.583168,89,156,41,7382,304,-68,372,5,184,187,-1,337,44,8,40,129,35,43,120
occidentalis,-120.0325,33.995,146,94,61,2070,222,68,154,123,165,174,123,391,84,0,99,232,1,12,226
occidentalis,-120.030304,41.585415,84,155,42,7302,297,-71,368,2,179,181,-5,357,46,9,40,136,38,46,125
occidentalis,-120.02969,41.585804,84,155,42,7302,297,-71,368,2,179,181,-5,357,46,9,40,136,38,46,125
occidentalis,-120.0273,33.98829,146,94,61,2070,222,68,154,123,165,174,123,391,84,0,99,232,1,12,226
occidentalis,-120.02308,34.66725,150,134,54,3916,282,37,245,108,199,203,104,505,104,0,93,295,2,9,274
occidentalis,-120.02308,34.65274,154,132,55,3717,280,41,239,113,199,204,110,475,99,0,95,280,2,9,258
occidentalis,-120.02308,34.60922,156,129,55,3564,276,44,232,117,198,203,113,453,96,0,96,269,2,8,248
occidentalis,-120.02308,34.5802,146,127,54,3680,271,40,231,106,191,197,104,548,113,0,95,320,2,10,300
occidentalis,-120.020836,38.921944,67,152,45,6412,259,-77,336,-11,150,151,-11,710,125,11,68,337,44,49,337
occidentalis,-120.02039,37.48177,145,158,46,6620,346,3,343,67,232,232,67,770,142,2,82,394,11,17,394
occidentalis,-120.0165,47.841,90,120,32,8749,294,-74,368,-16,195,201,-24,293,47,8,47,128,35,41,116
occidentalis,-120.01525,37.64718,140,156,46,6544,338,-1,339,63,226,226,63,851,156,2,83,434,14,18,434
occidentalis,-120.00967,37.506374,135,154,45,6475,332,-3,335,59,220,221,59,895,165,2,82,456,14,19,456
occidentalis,-120.007126,38.187954,88,142,44,6302,273,-44,317,16,172,173,16,1084,190,7,77,527,35,44,527
occidentalis,-120.00683,39.907974,93,168,44,7137,311,-68,379,12,184,187,5,322,52,9,53,136,31,34,136
occidentalis,-120.006195,38.20007,88,142,44,6302,273,-44,317,16,172,173,16,1084,190,7,77,527,35,44,527
occidentalis,-120.005196,37.419186,146,158,45,6620,348,4,344,67,233,233,67,735,136,1,82,376,9,9,376
occidentalis,-120.00278,33.955833,145,94,61,2118,221,67,154,121,164,173,121,405,86,0,99,238,1,4,238
occidentalis,-120.00274,38.199905,88,142,44,6302,273,-44,317,16,172,173,16,1084,190,7,77,527,35,44,527
occidentalis,-120.00141,38.43615,62,138,44,6169,240,-70,310,1,144,144,-9,1047,182,11,73,499,48,55,499
occidentalis,-120.0014,44.7972,97,152,44,6635,301,-44,345,19,181,185,16,321,39,12,30,109,46,56,94
occidentalis,-120.00001,38.428936,62,138,44,6169,240,-70,310,1,144,144,-9,1047,182,11,73,499,48,55,499
occidentalis,-120,39.478664,70,171,45,6842,281,-93,374,-14,160,160,-14,458,77,11,58,204,41,41,204
occidentalis,-119.99968,37.89899,131,151,45,6459,323,-6,329,55,216,217,55,941,166,3,80,465,20,24,465
occidentalis,-119.99793,39.50918,84,178,46,6994,300,-86,386,-3,176,176,-3,335,58,9,57,148,32,32,148
occidentalis,-119.993034,39.48496,70,171,45,6842,281,-93,374,-14,160,160,-14,458,77,11,58,204,41,41,204
occidentalis,-119.99231,34.49942,152,122,56,3278,262,47,215,116,191,197,113,478,102,0,98,286,2,7,268
occidentalis,-119.99,40.6,94,171,43,7464,320,-71,391,8,189,193,2,257,35,8,39,98,30,36,95
occidentalis,-119.98911,38.1957,79,141,44,6246,262,-53,315,8,162,163,8,1038,182,8,76,502,38,46,502
occidentalis,-119.98861,34.735554,121,127,50,4457,266,15,251,74,178,184,74,699,133,0,91,387,4,15,387
occidentalis,-119.987274,39.518425,84,178,46,6994,300,-86,386,-3,176,176,-3,335,58,9,57,148,32,32,148
occidentalis,-119.984665,41.557888,79,155,42,7226,292,-75,367,-1,173,175,-8,361,45,10,37,133,41,50,123
occidentalis,-119.98395,41.557167,79,155,42,7226,292,-75,367,-1,173,175,-8,361,45,10,37,133,41,50,123
occidentalis,-119.983,39.65,83,172,45,7043,297,-85,382,-4,175,175,-4,305,53,9,53,131,32,32,131
occidentalis,-119.983,39.516,84,178,46,6994,300,-86,386,-3,176,176,-3,335,58,9,57,148,32,32,148
occidentalis,-119.98278,33.981388,148,94,61,2026,224,70,154,126,167,175,125,370,81,0,100,221,1,11,216
occidentalis,-119.98033,33.981567,148,94,61,2026,224,70,154,126,167,175,125,370,81,0,100,221,1,11,216
occidentalis,-119.97852,34.73941,121,127,50,4457,266,15,251,74,178,184,74,699,133,0,91,387,4,15,387
occidentalis,-119.977776,34.580555,148,128,54,3765,275,39,236,107,194,199,104,550,114,0,96,322,2,10,302
occidentalis,-119.9729,39.0984,74,150,45,6349,267,-63,330,0,158,158,0,558,97,11,64,258,42,42,258
occidentalis,-119.97194,39.25139,45,142,43,6356,233,-90,323,-16,130,131,-26,776,127,14,63,348,59,60,347
occidentalis,-119.96756,33.94235,148,93,60,2044,223,70,153,125,166,175,124,377,82,0,99,224,1,11,219
occidentalis,-119.96617,41.90407,75,154,42,7080,285,-77,362,-4,167,169,-11,375,47,10,37,138,43,52,128
occidentalis,-119.96528,37.485,144,157,45,6596,344,2,342,66,230,231,66,793,147,2,82,406,11,17,406
occidentalis,-119.96482,37.60496,145,158,46,6611,345,2,343,66,232,232,66,782,143,2,81,397,13,13,397
occidentalis,-119.96404,34.95025,125,136,50,4816,282,10,272,74,187,192,72,664,125,0,90,366,4,15,351
occidentalis,-119.96343,37.586475,145,158,46,6611,345,2,343,66,232,232,66,782,143,2,81,397,13,13,397
occidentalis,-119.95947,39.001137,72,150,45,6349,265,-66,331,7,157,157,-2,590,103,11,65,275,42,42,275
occidentalis,-119.95733,37.61199,136,155,46,6535,332,-4,336,59,222,222,59,887,161,3,81,447,17,22,447
occidentalis,-119.955,39.0747,64,145,44,6356,254,-71,325,1,149,149,-9,644,109,12,64,294,47,47,294
occidentalis,-119.955,39.00222,66,146,44,6384,256,-71,327,2,151,151,-8,636,108,12,63,292,47,47,291
occidentalis,-119.95081,34.75769,137,135,51,4531,285,22,263,88,194,199,86,611,122,0,93,347,4,13,330
occidentalis,-119.95,39.9666,91,166,43,7241,309,-71,380,3,184,187,3,281,44,9,47,114,31,34,114
occidentalis,-119.95,39.516,88,176,45,7050,303,-82,385,1,181,181,1,303,53,9,54,133,31,31,133
occidentalis,-119.94833,34.56778,153,129,54,3771,279,42,237,112,199,204,109,514,108,0,96,304,2,9,284
occidentalis,-119.9447,37.263218,161,159,45,6744,364,16,348,78,248,248,78,464,83,0,82,231,5,5,231
occidentalis,-119.94381,39.5297,88,176,45,7050,303,-82,385,1,181,181,1,303,53,9,54,133,31,31,133
occidentalis,-119.94373,34.772167,137,135,51,4531,285,22,263,88,194,199,86,611,122,0,93,347,4,13,330
occidentalis,-119.94071,34.8611,142,141,51,4652,295,22,273,93,202,206,89,555,110,0,91,315,4,13,297
occidentalis,-119.93748,39.09002,68,146,44,6377,260,-67,327,5,154,154,-5,584,99,12,63,266,45,45,266
occidentalis,-119.9333,39.6,58,159,44,6821,264,-96,360,-22,148,149,-22,508,81,12,55,218,48,49,218
occidentalis,-119.93,41.6,64,154,42,7002,274,-86,360,-11,156,158,-19,391,48,12,34,138,47,58,126
occidentalis,-119.92847,35.260765,146,161,49,5684,331,6,325,88,220,221,79,457,86,0,86,251,4,13,238
occidentalis,-119.91969,37.51468,134,154,46,6488,330,-4,334,58,219,220,58,908,166,2,82,462,15,21,462
occidentalis,-119.91832,34.572765,153,129,54,3771,279,42,237,112,199,204,109,514,108,0,96,304,2,9,284
occidentalis,-119.9167,39.6,58,159,44,6821,264,-96,360,-22,148,149,-22,508,81,12,55,218,48,49,218
occidentalis,-119.91646,34.47062,151,123,55,3440,266,45,221,113,192,198,110,505,108,0,97,303,2,7,286
occidentalis,-119.914085,34.708595,124,128,50,4613,271,15,256,75,183,189,74,683,132,0,92,380,4,15,366
occidentalis,-119.91378,34.70903,124,128,50,4613,271,15,256,75,183,189,74,683,132,0,92,380,4,15,366
occidentalis,-119.91196,34.697758,133,130,50,4444,278,22,256,85,189,195,84,645,128,0,93,365,4,14,349
occidentalis,-119.91042,37.7398,118,147,45,6383,307,-15,322,45,202,204,45,1009,177,4,78,494,24,29,494
occidentalis,-119.90808,34.514294,139,126,52,4015,272,32,240,96,189,195,95,631,131,0,96,367,2,11,351
occidentalis,-119.9067,34.916832,119,132,48,4992,278,7,271,67,184,189,66,693,130,1,90,378,6,18,363
occidentalis,-119.90644,38.43096,54,138,44,6155,231,-79,310,-6,136,136,-16,951,163,12,70,447,51,57,446
occidentalis,-119.90639,37.2149,159,159,45,6745,361,14,347,76,246,246,76,507,91,1,81,253,6,6,253
occidentalis,-119.90473,37.217068,159,159,45,6745,361,14,347,76,246,246,76,507,91,1,81,253,6,6,253
occidentalis,-119.9002,38.61171,44,134,43,6119,217,-88,305,-14,125,126,-25,1000,168,14,68,466,58,64,461
occidentalis,-119.89987,37.59383,125,150,45,6437,317,-11,328,50,209,211,50,986,177,3,80,492,20,26,492
occidentalis,-119.8975,42.0471,85,157,42,7192,299,-68,367,4,177,181,-2,326,40,10,33,115,41,50,107
occidentalis,-119.88802,37.813736,111,145,45,6327,298,-21,319,39,195,196,39,1023,177,4,77,493,26,33,493
occidentalis,-119.881065,39.145565,43,139,43,6345,228,-91,319,-17,128,129,-27,784,127,15,62,352,60,61,349
occidentalis,-119.88101,38.01073,92,144,45,6303,278,-40,318,21,177,177,21,1025,178,6,76,496,33,41,496
occidentalis,-119.880394,37.656357,139,156,46,6565,336,-3,339,61,225,225,61,841,152,2,81,424,14,19,424
occidentalis,-119.87469,38.00946,72,140,45,6132,253,-58,311,3,154,154,3,974,171,8,75,470,38,38,470
occidentalis,-119.87444,34.413334,154,114,58,2841,245,51,194,122,185,191,117,412,91,0,100,255,1,3,242
occidentalis,-119.87393,34.411213,154,114,58,2841,245,51,194,122,185,191,117,412,91,0,100,255,1,3,242
occidentalis,-119.87349,38.974503,79,161,45,6660,281,-70,351,9,168,168,0,480,81,11,60,217,41,41,217
occidentalis,-119.87156,37.6371,142,157,45,6605,340,-2,342,63,228,229,63,810,146,3,81,407,15,20,407
occidentalis,-119.87116,37.78743,94,142,45,6171,277,-35,312,24,176,177,24,1056,187,5,78,515,29,37,515
occidentalis,-119.8709,37.530434,128,152,45,6452,322,-9,331,53,213,214,53,952,172,3,81,478,18,24,478
occidentalis,-119.86618,37.7976,106,145,45,6343,293,-26,319,34,190,191,34,1010,175,4,77,487,26,34,487
occidentalis,-119.866,41.6,73,156,42,7180,285,-81,366,-7,166,169,-14,353,43,10,35,126,42,52,116
occidentalis,-119.86077,35.146084,143,152,48,5568,320,9,311,85,215,217,77,507,96,0,88,280,4,14,264
occidentalis,-119.85694,37.797222,106,145,45,6343,293,-26,319,34,190,191,34,1010,175,4,77,487,26,34,487
occidentalis,-119.85642,37.638718,142,157,45,6605,340,-2,342,63,228,229,63,810,146,3,81,407,15,20,407
occidentalis,-119.85529,37.84562,107,145,45,6376,295,-25,320,35,192,193,35,997,171,4,76,478,27,35,478
occidentalis,-119.851944,34.425488,154,115,58,2929,248,50,198,121,186,193,117,412,91,0,100,255,1,3,242
occidentalis,-119.85043,37.88845,114,147,45,6413,302,-21,323,40,199,199,40,962,164,4,76,461,26,32,461
occidentalis,-119.85004,37.2172,155,157,45,6734,357,11,346,74,243,243,74,574,104,1,82,288,7,7,288
occidentalis,-119.8478,37.83701,107,145,45,6376,295,-25,320,35,192,193,35,997,171,4,76,478,27,35,478
occidentalis,-119.84525,35.328304,142,157,48,5887,329,4,325,81,219,220,73,499,93,1,87,272,5,15,257
occidentalis,-119.843056,34.404446,154,114,58,2841,245,51,194,122,185,191,117,412,91,0,100,255,1,3,242
occidentalis,-119.84233,38.93611,82,163,45,6690,285,-70,355,10,172,172,2,474,80,10,62,216,40,40,216
occidentalis,-119.83944,38.76806,53,141,44,6334,236,-84,320,-10,137,137,-20,816,136,14,65,377,55,55,373
occidentalis,-119.838394,34.50149,142,126,52,4026,274,34,240,98,191,197,96,616,129,0,96,361,2,11,345
occidentalis,-119.83703,37.89318,114,147,45,6413,302,-21,323,40,199,199,40,962,164,4,76,461,26,32,461
occidentalis,-119.83692,37.89608,114,147,45,6413,302,-21,323,40,199,199,40,962,164,4,76,461,26,32,461
occidentalis,-119.83496,37.90393,114,147,45,6413,302,-21,323,40,199,199,40,962,164,4,76,461,26,32,461
occidentalis,-119.83464,37.90305,114,147,45,6413,302,-21,323,40,199,199,40,962,164,4,76,461,26,32,461
occidentalis,-119.83193,39.11834,88,173,46,6869,300,-73,373,5,179,179,5,339,57,10,56,152,36,36,152
occidentalis,-119.83095,34.508373,141,127,52,4122,276,32,244,97,192,198,95,630,133,0,97,370,2,11,354
occidentalis,-119.83066,36.85112,168,156,45,6794,368,23,345,99,255,255,82,293,54,0,81,153,3,3,145
occidentalis,-119.828896,34.528236,141,127,52,4122,276,32,244,97,192,198,95,630,133,0,97,370,2,11,354
occidentalis,-119.82855,39.268772,92,180,46,7039,310,-76,386,6,186,186,6,284,48,9,55,128,32,32,128
occidentalis,-119.82758,38.77558,87,157,44,6721,287,-63,350,15,177,177,7,539,91,11,65,250,42,42,248
occidentalis,-119.827194,37.66917,127,152,45,6506,321,-12,333,51,213,214,51,903,160,3,79,446,20,25,446
occidentalis,-119.82667,34.435833,154,115,58,2939,249,51,198,122,187,193,117,416,93,0,101,259,1,3,246
occidentalis,-119.824326,35.44767,159,167,47,6365,354,5,349,95,241,241,80,299,57,0,86,165,3,3,154
occidentalis,-119.82272,39.145874,82,165,45,6817,291,-71,362,1,174,174,1,382,63,10,57,170,38,38,170
occidentalis,-119.82242,38.75375,87,157,44,6721,287,-63,350,15,177,177,7,539,91,11,65,250,42,42,248
occidentalis,-119.82185,37.604996,135,155,45,6570,331,-6,337,58,221,222,58,873,157,3,81,438,17,22,438
occidentalis,-119.818756,34.507114,141,127,52,4122,276,32,244,97,192,198,95,630,133,0,97,370,2,11,354
occidentalis,-119.8184,39.145702,82,165,45,6817,291,-71,362,1,174,174,1,382,63,10,57,170,38,38,170
occidentalis,-119.8183,41.94577,72,155,42,7086,283,-80,363,-7,164,166,-13,349,42,11,32,121,45,55,111
occidentalis,-119.81782,34.01771,142,103,58,2665,234,57,177,112,171,179,112,498,106,0,99,293,2,6,293
occidentalis,-119.81731,39.268772,92,180,46,7039,310,-76,386,6,186,186,6,284,48,9,55,128,32,32,128
occidentalis,-119.816,39.583,95,173,44,7220,313,-73,386,7,191,191,7,221,37,8,47,92,28,28,92
occidentalis,-119.81554,39.150555,82,165,45,6817,291,-71,362,1,174,174,1,382,63,10,57,170,38,38,170
